Unnamed: 0,address,categories/0,categories/1,categories/2,categories/3,categories/4,categoryName,name,publishedAtDate,text,translatedLanguage,category,predicted_category_enhanced,confidence_enhanced
498,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Eduardo lopez,2024-09-16T21:04:10.984Z,September 16,en,,authentic,0.65
500,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Enrique Heredia,2024-08-21T21:41:40.858Z,It has a module for attention in case of failures due to the subway balance recharge machines. Here I leave the schedules and if you have to go out next to the ticket office that leads to Pino Suárez,en,,authentic,0.37124234437942505
502,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Martin Valderrabano,2024-08-20T05:58:54.851Z,Very nice place,en,,authentic,0.3058956265449524
504,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Meyla Martz,2024-08-11T07:01:29.727Z,Iconic,en,,authentic,0.65
505,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Carlos Rojas,2024-07-28T19:42:26.079Z,I had to board there around 5 pm and there were people even at the entrance to the subway station but the rest was fine.,en,,authentic,0.8458479046821594
509,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Karla Briones,2024-07-22T07:28:19.759Z,"It has several places to visit from museums, theaters, jewelry stores, department stores, etc. of everything.",en,,authentic,0.3993387818336487
510,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,HECTOR CORDOBA,2024-07-17T02:51:43.448Z,Closed,en,,authentic,0.65
513,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,itzel anzures,2024-06-23T09:37:51.386Z,"It is currently closed, it was a very busy station, it had models and exhibitions inside, as well as a passage where you found several book publishers.",en,,never-visited,0.31937944889068604
514,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Eduardo Garcia Hernandez,2024-06-20T00:42:16.192Z,"Since it is completely a pedestrian crossing, it is safer, but the police should patrol inside the main square, not in the surrounding areas.",en,,never-visited,0.26164698600769043
515,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Christian Chris,2024-06-10T19:16:10.834Z,it's always closed,en,,never-visited,0.7057336568832397
519,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,0342 SANFORD RODRIGUEZ CHRITOPHER ENRIQUE,2025-08-26T21:41:36.381Z,Beautiful,en,,authentic,0.85
520,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Ana Laura Ramirez,2025-08-26T20:42:53.593Z,Beautiful inside and relaxing,en,,authentic,0.7542239427566528
522,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Silvia Jimenez Martin,2025-08-26T16:52:02.633Z,Lovely.,en,,authentic,0.65
524,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Ramon Gutierrez,2025-08-26T03:14:41.068Z,"It is a beautiful history of sacred art, the beginning of Catholicism in Mexico, and a monumental organ that impresses with its beautiful acoustics.",en,,authentic,0.6902008652687073
526,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,humberto perez jimenez,2025-08-26T01:28:40.939Z,"Very nice, I had never been there and it is very nice.",en,,never-visited,0.921478807926178
530,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Arturo Dryjanski,2025-08-24T21:19:32.244Z,"A beautiful, historic construction, a guide to the ideological conquest of the territories that are now Mexico.",en,,authentic,0.5556147694587708
531,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Alen,2025-08-24T18:04:53.059Z,A place full of history and energy,en,,authentic,0.6923732757568359
535,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Paola Zulima Ruiz Cabrera,2025-08-24T00:21:31.472Z,"A beautiful place where you find peace, culture, art, history.",en,,authentic,0.825
536,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Alex Rascon,2024-06-04T15:31:51.866Z,"Really like the inside with all the representations of the aztecs architecture. However, it is a little dirty",,,inappropriate,0.30209118127822876
537,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,José I Granados Vélez,2024-06-02T22:50:22.846Z,Pleasant,en,,authentic,0.65
540,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Emiliano Espino,2024-05-16T01:58:43.978Z,It's dog,en,,authentic,0.65
541,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Jose Trejo,2024-05-08T21:39:56.302Z,"Zócalo/Tenochtitlan
Very busy all year round, you need a card with a cost of $20 pesos. Be careful in options. It is closed for free marches and events that usually take place on the main esplanade.",en,,advertisement,0.2278665453195572
545,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Jessica Solar,2024-04-05T14:49:59.017Z,"Honestly, this station is full of culture, history, and heritage, and they sell really cool stuff. The reason I gave it 4 stars is because they close all the time, and rush hour is TERRIFYING! But if you go on a day when there aren't many people, it's a lovely experience.",en,,authentic,0.5952402949333191
548,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Rene Montes,2024-03-26T12:54:05.147Z,"It has been closed for a long time and they don't let you in, the good thing is that you can take pictures from the shores",en,,never-visited,0.5661759376525879
552,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Criselda Moreno,2024-02-28T08:29:31.327Z,Can’t believe how affordable it is to get around this beautiful city using the train . I’m from NYC I ain’t never seen that before lol 😂,,,authentic,0.6645509600639343
554,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,ROBERTO ARIAS,2024-01-17T22:43:25.467Z,"I love it even though I'm just passing through, whenever I go shopping in the area, I get off at this subway station",en,,authentic,0.5583021640777588
555,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Jefferson peña,2024-01-15T23:39:13.435Z,Normal,,,authentic,0.65
556,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Ale Treviño,2025-08-11T13:15:10.478Z,"I don't know, years ago I felt more free inside the castle, now the guards are all over you, the fact that they don't let professional cameras in... well, at least as a tourist it's strange.",en,,authentic,0.6632518768310547
557,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,alex zevach,2025-08-11T13:03:22.168Z,They don't let drinks or food in.,en,,never-visited,0.3968698978424072
559,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Fernanda Rod,2025-08-11T06:15:23.527Z,Magnificent.,en,,authentic,0.65
560,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Anton,2025-08-11T04:54:52.528Z,"Take advantage of Sunday, it's free",en,,authentic,0.29163670539855957
562,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,clau marin mendez,2025-08-11T02:51:25.187Z,"Beautiful experience, highly recommended. There are some examples of cars that Carlota and Maximiliano used, for example.",en,,authentic,0.85
569,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Elaine Peng,2025-08-10T22:47:46.376Z,good,en,,authentic,0.65
572,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Jeff Epstein,2025-08-10T21:03:46.314Z,"So interesting to learn about Mexican political history, and a beautiful castle with amazing artifacts. We went on a Sunday when it’s free so it was really busy but still great. Don’t miss it!",,,authentic,0.85
573,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Ian Wisbey,2025-08-10T20:43:23.598Z,"Great place, history, views, no worries about getting ticket early, purchase at Castle.",,,authentic,0.5289781093597412
574,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Eunice Sanchez,2025-08-10T20:27:16.371Z,Excellent place!!!😍🥰❤️😘🌹😍🥰❤️😘🌹,en,,authentic,0.85
576,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Julie Marquez,2025-07-01T23:40:10.276Z,"I’m traveling with a group and the hotel staff was amazing from the moment of our arrival. Hot towels and cold drinks were passed out. We were given a quick tutorial on what to expect and our keys were handed to us.

Bags came up to the rooms without delay. I asked for an iron and was provided it very quickly.
The beds are like sleeping on the clouds…dreamy!
The breakfast buffet was delicious and the views are beautiful!",,,authentic,0.95
577,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Maria,2025-06-30T23:59:59.999Z,Positive: I like the location to the proximity of the places to go Negative: I did not like that it took over 3 hours to get into the room,,,authentic,0.4366244077682495
578,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,770beatriced,2025-06-28T23:59:59.999Z,"We spent a few wonderful days at the Zócalo Central and we can only describe it as an unforgettable stay. The hotel is in a perfect location, but what makes it truly special is the kindness and helpfulness of the staff, always attentive and smiling. | A special thanks goes to Claudia, the maid who looked after our room: precise, attentive, and every day she pampered us with little touches that made us feel at home. | Breakfast on the terrace was one of the highlights of the day: not only was the food delicious and varied, but the staff was always attentive to our needs and ready to welcome us warmly. | And then, the icing on the cake: the 24-hour coffee, drinks, and snack service. A rare and much-appreciated touch! | Thank you for this wonderful experience. We recommend it to everyone and hope to return soon!",en,,authentic,0.95
580,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Lacy Payne,2025-06-26T05:29:41.165Z,"I enjoyed my stay at Hotel Zocalo Central and I would definitely book with them again. Ricardo greeted us as we walked in and out each day. When we checked into the hotel it was lovely to be able to go down to the 24 Hr cafe and grab something to eat instead of having to search for food on our first day. The wraps, salads and soup were really delicious. I loved sitting on the balcony each morning for breakfast. Breakfast was pretty much the same thing each morning. Fabian was our waiter the whole visit and he was awesome. Loved the complimentary bottle of wine and the walking tour with Daniella. She was very informative, did not rush us and professional. My only complaint is the shower. The shower head is placed too high. I am short and my sister who is a little taller than me both stated it was hard to position the shower head without getting it all in face and hair. Also my sisters tv had Netflix option and mine did not but definitely wasn’t a big deal because I rarely had it on. I loved my stay in Mexico City and already looking forward to coming back.",,,authentic,0.9249999999999999
581,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,brenda romero,2025-06-24T21:04:09.615Z,"Excellent location and customer service.
Close to Cathedral, Zócalo, safe to walk around área.",,,authentic,0.2429235279560089
583,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Rafael,2025-06-22T21:05:49.682Z,"FOREIGNERS BE CAREFUL!!!

We initially made a reservation through Booking.com, and it was a pre-established price (US$944.08). We even thought the amount had been charged to our card. However, I was surprised when I arrived at the hotel and was told that the reservation was only a pre-reservation and that I would have to pay the fees in the hotel lobby. The hotel attendant's attitude was extremely rude and impatient, as if we were the ones in the wrong. Not to mention that the ""pre-reservation"" price was not applied, and we paid a much higher amount than the amount stated at the time of booking. Since this initial attitude didn't seem like a mistake, but rather a dynamic, we checked the room rates on the day we checked in. The same room for the same number of days was US$835.00, while we had to pay US$1,558.07. We were extremely upset after the incident, but since there was no time to look for another place, we agreed to stay. In any case, the least a real hotel could do is refund the overcharged amount as quickly as possible.",en,,authentic,0.85
585,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Jorge Diaz,2025-06-21T04:35:56.775Z,Great job,,,authentic,0.85
587,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Alexander Nagurney,2025-06-20T17:02:26.251Z,The staff was outstanding and the location can't be beat.,,,authentic,0.4803257882595062
589,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Gregg Weinberg,2025-06-16T18:22:46.839Z,"We loved our stay here! From the welcoming staff, comfortable rooms, fantastic breakfasts and unlimited water and snacks, we could have not been more satisfied. And the location cannot be beat, just a stone's throw from the historic central square. Short Uber rides to other neighborhoods.",,,authentic,0.95
590,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Matthew Abad,2025-06-12T02:32:16.610Z,"Only stayed for one night but what a first impression they made from assisting us with our luggage, to the reception service (including the welcome shots - salud!) to assisting us to our rooms. They have food available 24/7 and we were told they offer free tours for their guests. We did not get to check out much of what they had to offer but the value was obvious. The room was comfortable and clean. Shoutout to Daniel, Ivan and Raul for the awesome welcome!",,,authentic,0.95
591,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Edwardo Garay,2025-06-10T19:12:19.888Z,"Amazing attention to detail, great service all around. The cafe and the terrace are both amazing.",,,authentic,0.825
592,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Mario alphany Magaña Escamilla,2025-06-10T10:46:05.594Z,It is amazing and magnificent,en,,authentic,0.4099745452404022
594,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Joseph Espiritu,2025-06-07T18:56:35.846Z,"If you want a worry-free stay, Zocalo Central is your place. Everyone was extremely helpful, whether it’s sourcing rides, meals, things to see, etc…

On top of being centrally located in the historic district, the restaurant up stairs offers a world-class view and is within a 10-15 minute walk of other places and attractions worth seeing. For the most part, they are also all-inclusive with a 24/7 cafe/bar downstairs.

Special shout out to Antonio, Raul and Daniel!!! Muchas gracias amigos!",,,authentic,0.741165816783905
595,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Randy T,2025-06-06T02:49:48.207Z,"Absolutely awesome.  Staff was wonderful,  free 24 hour Cafe for guests, nice rooftop restaurant with an amazing free breakfast.  Definitely going back.",,,authentic,0.825
596,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Yusuli Monzon,2025-08-23T23:17:03.792Z,Super,,,authentic,0.65
598,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Scarlett Galvan,2025-08-23T14:06:12.549Z,"Beautiful with a unique combination of styles from the Baroque and Classical periods.
The Tabernacle is a great example of Baroque.",en,,authentic,0.5983957052230835
601,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,José Eleazar Leal Saldívar,2025-08-22T23:27:23.289Z,Speechless 🥹,en,,authentic,0.65
605,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Christopher Hernández,2025-08-22T12:37:18.257Z,"What a beautiful view at night, it was my turn and there were stalls from the native peoples, even so, beautiful view and variety of options to buy",en,,authentic,0.8966936469078064
607,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Gerardo Alvarado,2025-08-22T04:11:50.370Z,The cathedral is very beautiful.,en,,authentic,0.7021604180335999
609,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Acisey sarev,2025-08-21T19:48:23.113Z,"Beautiful and imposing. Upon entering, you see everything in gold, one of the most beautiful churches.",en,,authentic,0.690194845199585
612,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Noel Med Rodríguez,2025-08-20T18:45:24.556Z,The place is nice,en,,authentic,0.85
615,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Alwyn Alfonso,2025-08-20T11:36:22.634Z,Attended Sunday mass and the place was so calming for the soul and body..,,,authentic,0.9418001174926758
617,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Jesús Castillo Guzman,2024-01-10T22:19:59.278Z,"This one with mothers must open the back door that is closed to them, it is a street",en,,authentic,0.37962061166763306
618,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Juan Carlos Cortes Vázquez,2024-01-08T23:55:18.844Z,Excellent,en,,authentic,0.85
619,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Tomas “Tommito21” D.L.T.,2023-12-30T20:07:48.467Z,Long live Mexico! 🇲🇽,en,,never-visited,0.24558624625205994
622,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Filiberto Saucedo Colin,2023-12-22T12:46:51.622Z,A very busy safe clean place,en,,authentic,0.38138216733932495
623,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Josué Flores Vargas,2023-12-19T22:24:11.474Z,"Like any tourist place, there are many people and merchants, but it is always enjoyable to visit.",en,,authentic,0.37973472476005554
624,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Margarita González Rasgado,2023-12-19T13:38:57.447Z,All the Christmas lighting is very pretty.,en,,authentic,0.29420143365859985
625,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,austreberto hidalgo,2023-12-18T23:05:58.458Z,Very nice and neat,en,,authentic,0.282942533493042
626,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Ángela Reyes,2023-12-04T17:44:59.461Z,"I VERY LIKE THE EVENTS THAT THEY PROGRAM OUTDOORS
I LIKED THE SKULL PARADE",en,,authentic,0.3720044791698456
628,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Dany Vergara Peña,2023-11-27T13:56:05.996Z,"Quick to get around, as long as it's not rush hour.",en,,advertisement,0.2179494947195053
630,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Gabb Hérnandez,2023-11-20T17:19:16.599Z,"It's a place with beautiful views, especially at night.
It's very crowded, so you should travel early and with caution, especially on weekends or holidays.
There are several police officers guarding the area.",en,,authentic,0.9249999999999999
631,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Saul Perez Altamirano,2023-11-16T16:01:56.303Z,"A morning photo of the Zocalo and Metropolitan Cathedral, from the corner of Venustiano Carranza Street and the corner of Liverpool and Palacio de Hierro. A cool and pleasant November morning.",en,,authentic,0.31933096051216125
632,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Gaby Vázquez,2023-11-10T19:24:59.534Z,Beautiful,en,,authentic,0.85
633,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Víctor Martínez,2023-11-07T09:03:58.876Z,"Due to its location under the main square, it's quite busy. It has access to the National Palace and the Metropolitan Cathedral, and a shopping arcade that connects to Pino Suárez station.

It has illustrative models from different eras showing how the area has changed.

Also, due to its location, it's constantly out of service, so you'll have to walk from Allende or Pino Suárez if you're traveling to this area.",en,,authentic,0.85
635,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Rubyk Benhur,2023-11-04T21:32:17.009Z,"Very clean, with its monumental flag and everything around it",en,,authentic,0.32064810395240784
638,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Rafael Sanchez,2025-08-19T13:40:46.740Z,Beautiful Mexico City. Very safe with a lot of security and police presence all over.,,,authentic,0.540080726146698
642,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Eva G,2025-08-18T04:12:04.659Z,"Absolutely amazing cathedral, it is a slice of European artistry in the heart of Mexico. You will find yourself twisting your neck to see every little crevice. It has rich history and some of it is kind of creepy. Lots to see inside and outside as there are many things to buy outside. You can grab a turi bus outside and it will take you on a tour of the city. One of the biggest cathedrals ever constructed.",,,authentic,0.7324385643005371
644,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Fit_ZayuriGaby_86,2025-08-18T00:57:02.320Z,"It is a beautiful place, very well maintained and the access organization was pleasant. I went to mass and I really liked the service.",en,,authentic,0.875
645,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Elio Vega,2025-08-17T22:07:29.590Z,Beautiful cathedral,en,,authentic,0.85
649,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Nohemi Gutierrez Arriaga,2025-08-16T22:02:52.276Z,Linda,,,authentic,0.65
650,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Efrain Marin Sanchez,2025-08-16T19:05:04.768Z,Beautiful historic architectural work.,en,,authentic,0.535764217376709
651,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,David Alva,2025-08-16T18:03:18.973Z,"Open daily from 9 am to 6 pm.
Admission is free.",en,,authentic,0.3385280966758728
656,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Ramon Ayala,2025-06-06T01:54:02.464Z,What a great atmosphere. Relaxed. And quiet. Comfortable. 🤜🤛✌️,en,,authentic,0.3862728476524353
659,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Walter Aguilar,2025-05-29T01:10:43.404Z,Great view and service,,,authentic,0.506859540939331
660,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,bladimir alderete,2025-05-26T16:37:46.848Z,What is difficult is connecting to your Wi-Fi network.,en,,never-visited,0.3565116226673126
